X,Y
1158452.0335846127,5036350.492788925
1158452.0335846127,5036350.492788925
1158452.0335846127,5036350.492788925
1552107.2302709138,5408199.434720752
1552107.2302709138,5408199.434720752
1552107.2302709138,5408199.434720752
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1558001.0952037144,5413474.207711505
1647993.2564708795,5433227.044196419
1647993.2564708795,5433227.044196419
1647993.2564708795,5433227.044196419
1647993.2564708795,5433227.044196419
1647993.2564708795,5433227.044196419
1504186.6441695218,5321823.281879949
1495396.2439718018,5334601.701320589
1569036.0315908794,5310356.987412941
1428613.7597682897,5505643.427910632
1428613.7597682897,5505643.427910632
1428613.7597682897,5505643.427910632
1387451.2981228242,5803805.188890597
1898770.95432721,5732163.509662175
1901724.6432423892,5735506.373701412
1900460.174711975,5734596.718422298
1907537.6680587884,5733609.43520024
1916373.1611131511,5738938.008136109
1921910.6323670126,5741613.743529214
1879752.4926798095,5721216.519390476
1879752.4926798095,5721216.519390476
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1275455.680069444,4221464.913966728
1265594.0003817123,4196663.499855384
1265594.0003817123,4196663.499855384
1385014.7188118866,4215249.810759931
1385014.7188118866,4215249.810759931
1385014.7188118866,4215249.810759931
1406101.7776016789,4159235.5091598877
1406101.7776016789,4159235.5091598877
1345393.8130661377,4121157.4202466835
1085758.8976392492,4146883.320850331
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1088582.2927442857,4191899.6943594576
1011498.237330447,4276082.028930017
1027855.2150412522,4283401.488707745
1043109.9730075201,4271457.597208998
1016745.3733427417,4266830.850759303
1034770.4862795444,4278213.967505745
1033606.1763671563,4265606.743235631
1033606.1763671563,4265606.743235631
1007820.8339152293,4265743.993328222
1000202.7956469086,4177500.126882884
1347692.3156802387,4513375.800356552
1346436.3628575522,4546393.531954204
1319760.0405498003,4530770.87828276
1319760.0405498003,4530770.87828276
1389553.7538624264,4671272.296958737
1389553.7538624264,4671272.296958737
1389553.7538624264,4671272.296958737
1389553.7538624264,4671272.296958737
1353841.9454646003,4606629.642804937
1353841.9454646003,4606629.642804937
1228387.8576453174,4546751.159437346
1228387.8576453174,4546751.159437346
1004778.6078377079,4373246.0379328355
1032401.4411014791,4414738.255935138
1034927.6478755192,4466842.232427958
1465610.8714785785,4666824.376402421
1187152.4263583913,4318508.808426753
1187152.4263583913,4318508.808426753
1006430.0049469946,4540632.364338427
1006430.0049469946,4540632.364338427
1006430.0049469946,4540632.364338427
1006430.0049469946,4540632.364338427
1006430.0049469946,4540632.364338427
1006430.0049469946,4540632.364338427
791417.2939778036,4246052.742389782
837813.4130679202,4287153.668325485
837140.0609638586,4286184.636785359
837140.0609638586,4286184.636785359
837140.0609638586,4286184.636785359
834332.8125852415,4284367.449395609
834332.8125852415,4284367.449395609
831812.554997196,4291707.200933255
829364.2110162708,4280645.516199919
841012.1740934439,4284377.39061208
838241.4025004174,4284636.639781576
836919.7476908049,4283178.599878482
836919.7476908049,4283178.599878482
837055.4508947663,4281940.216429419
843332.3446001391,4279672.992332518
843332.3446001391,4279672.992332518
831900.9959779879,4263611.698659755
827894.2294593278,4264646.077914903
860124.405867522,4294452.420517896
851676.7347983024,4283118.06169959
853399.5271447375,4267498.5821805475
854995.8166222702,4272384.293253207
866065.6155016805,4291000.759316689
843628.2466357696,4272031.457837246
850234.451388647,4293031.1299110865
867552.3098488142,4287560.852676017
847078.7149375414,4264113.533282186
869342.1243976221,4273747.728037735
873091.8993759565,4243977.940573558
880029.394442124,4259353.546830781
878157.8984652106,4262024.646711008
878157.8984652106,4262024.646711008
878157.8984652106,4262024.646711008
878157.8984652106,4262024.646711008
878157.8984652106,4262024.646711008
878157.8984652106,4262024.646711008
878157.8984652106,4262024.646711008
869134.5963478807,4264618.13144203
888294.5055601998,4258557.501384961
887635.6174604394,4235974.241792071
875578.8889019793,4237757.868698144
876442.947711109,4263779.457433501
876442.947711109,4263779.457433501
882932.3591557817,4235193.645982731
871012.7350998549,4233488.67687013
881840.3620773948,4251936.4592598835
877280.1060073739,4230074.182894928
861942.3752921077,4246445.252124631
852556.2260204598,4250785.223839099
852556.2260204598,4250785.223839099
852556.2260204598,4250785.223839099
851096.4980815233,4257176.64295948
862624.73428783915,4235855.099058765
860837.7750439297,4251290.26770911
861184.1859540789,4240608.441560747
853159.2121441531,4237912.620413452
841403.0526517376,4245564.640022581
857047.1487190987,4256113.968181419
825604.0872895002,4225144.360278819
843627.329994599,4229466.597081272
825690.8627679734,4243708.155781267
836220.1317677754,4243963.701965063
831012.3973304617,4227834.779547695
811115.6890672053,4225371.568660028
811115.6890672053,4225371.568660028
817983.1129463683,4226392.756812733
817983.1129463683,4226392.756812733
824683.858943224,4239008.303889178
824683.858943224,4239008.303889178
824683.858943224,4239008.303889178
814427.7539888165,4240544.563785115
837491.321325535,4235154.696318699
820396.9148629063,4234959.4487934625
833474.2663339486,4250519.306224882
828842.0761592552,4240814.640693523
835161.2611543253,4231083.440726034
804091.0397470347,4233318.021352902
878653.7543252389,4292001.088285283
878653.7543252389,4292001.088285283
878653.7543252389,4292001.088285283
878653.7543252389,4292001.088285283
878653.7543252389,4292001.088285283
878653.7543252389,4292001.088285283
905549.403516563,4307754.398965813
889317.025071193,4308262.868626934
889317.025071193,4308262.868626934
872747.718155751,4291424.756797185
874745.9406913611,4303010.0967999725
893563.0917626973,4303256.969573583
897851.7394764827,4310668.531887328
897851.7394764827,4310668.531887328
897851.7394764827,4310668.531887328
882666.4064511674,4302400.500303137
906264.1554933154,4298444.603424731
882572.7153290123,4306107.970323602
666793.2579524477,4250884.447475005
663885.6773884661,4250404.087087215
663885.6773884661,4250404.087087215
641233.427144225,4191049.1297058593
563309.5659569487,4248605.867499941
554721.7114011892,4253286.54676945
552445.609549671,4256482.231397387
558999.3391748426,4255040.23095994
562795.9008097666,4246677.146710554
552984.6214442757,4254952.732169062
545054.8375403389,4244695.230716109
590630.9245210981,4247008.844830191
543385.7105020019,4243338.581215738
542902.196409344,4245528.905050372
590382.6171943028,4247116.811752614
626840.942793954,4257888.847198986
626840.942793954,4257888.847198986
610450.9307604944,4280153.967659804
609642.4876850098,4259385.8017831445
605377.449694889,4257200.597993433
607960.5428219325,4248782.4137590965
596344.782446567,4252274.972669558
543554.7146356136,4195281.825477713
616349.959119193,4255849.095324411
616349.959119193,4255849.095324411
616349.959119193,4255849.095324411
616349.959119193,4255849.095324411
616349.959119193,4255849.095324411
499575.0823514788,4224362.933853508
499575.0823514788,4224362.933853508
515974.8600382077,4201438.900657524
504675.0206173337,4200940.682203247
529544.1834912236,4225856.691156309
486098.5495603484,4220605.459168366
486098.5495603484,4220605.459168366
486098.5495603484,4220605.459168366
686679.870404957,4102423.045927946
631512.7895232921,4072064.3512030216
960411.141458562,4242546.708335013
960411.141458562,4242546.708335013
960411.141458562,4242546.708335013
960411.141458562,4242546.708335013
960411.141458562,4242546.708335013
882269.7527172365,4156388.956152129
825268.5376994425,4128012.4945961167
825268.5376994425,4128012.4945961167
825268.5376994425,4128012.4945961167
825268.5376994425,4128012.4945961167
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
885438.4817124658,4088397.7416380476
832980.6699589721,4067078.7337993896
832980.6699589721,4067078.7337993896
832980.6699589721,4067078.7337993896
830154.1289716433,4103437.150628792
357705.32332683913,4239784.950817387
354607.23387639417,4223166.998969529
369737.1783128892,4229504.429949314
355726.0119149704,4221690.448337613
353601.9873906486,4221577.078276602
458408.6693920416,4297727.339225296
-1337716.0114551797,5357175.8907788405
-1337716.0114551797,5357175.8907788405
-1337716.0114551797,5357175.8907788405
-1673253.8645773586,5396934.90767908
1260823.2457873244,5796543.417311717
1260823.2457873244,5796543.417311717
1515065.6383956308,5886447.360003297
1409395.859338154,4196127.316563655
1129143.250742779,4549798.809760338
1071418.471915999,4465928.301305031
1015256.9072379634,4588731.64107952
756370.095322281,4269322.45948842
731038.8764607109,4080996.9102997323
827538.3562457423,4101638.1228455077
827538.3562457423,4101638.1228455077
827538.3562457423,4101638.1228455077
827538.3562457423,4101638.1228455077
936718.7830725948,4854750.5674888985
936718.7830725948,4854750.5674888985
931112.2824655768,4848103.477857144
931112.2824655768,4848103.477857144
931112.2824655768,4848103.477857144
931112.2824655768,4848103.477857144
931112.2824655768,4848103.477857144
931112.2824655768,4848103.477857144
953378.5566286128,4841559.811816067
961433.1154622202,4849758.990867653
1038487.0657042449,4765890.815510347
1032931.6015319242,4764394.562770865
1017283.4939534706,4791351.847669159
1017283.4939534706,4791351.847669159
1011474.7750469093,4790518.430810114
1011474.7750469093,4790518.430810114
1063091.949856808,4798066.159044339
979428.0443415919,4631375.572847036
991074.9205204247,4640233.981983876
1003772.4708460208,4640193.351773691
985371.0582602357,4639965.579648935
979934.7731512227,4637426.9812786905
984785.9434488001,4639472.358747114
1104136.3332538027,5138652.950149837
976083.0312899782,5224239.009162524
856906.0333843363,5890673.335793203
856906.0333843363,5890673.335793203
856906.0333843363,5890673.335793203
856906.0333843363,5890673.335793203
895063.9703910237,5454628.907923307
897435.7305782598,5455518.5478630075
900886.6095641373,5452843.900169318
870900.984147627,5097533.666423013
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1454232.6325264764,5158832.5974411825
1452572.6043319942,5083138.863442881
1570016.3256513497,4973875.6702892715
1568139.085433756,4977638.322193296
1538846.0167779906,4967925.787330533
1549790.6182382104,4969568.855746087
1567897.0573482553,4972631.881362941
1571506.162856259,4984664.196099175
1567318.228101877,4976328.106928236
1518703.1177798107,4963355.794373715
1525151.7486208566,4976429.349113006
1572774.2515435026,4985561.765274151
1572918.5653335694,4984496.126553203
1520962.1784986518,4986106.6453806
1545489.6615103942,4979525.898759993
1569926.9530336475,4974495.928830539
1571793.2065310145,4984201.060298063
1538791.97563931,4967932.266291841
1524559.774153651,4959497.278474434
1296668.769534409,5048630.323350439
1296668.769534409,5048630.323350439
1296668.769534409,5048630.323350439
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1398485.8272014388,5022731.839922687
1602774.7680986375,5293802.173371646
1602774.7680986375,5293802.173371646
1613663.4190083398,5285381.0879460005
1613663.4190083398,5285381.0879460005
1585333.2702800254,5345154.100661844
1614988.1980339494,5284925.225894961
1592166.0120968726,5289432.416334299
1753019.06243386,5687482.0606050305
1976820.306774764,5550259.808142238
1969216.9179654107,5523911.337394125
1977050.5422053842,5563181.210754276
1241287.4241740687,4316271.46066331
1236406.710433814,4315232.898310425
1253096.3654343444,4310400.9853420975
1232810.810210588,4314715.427843761
1249496.4604717295,4320468.669232794
1220194.1624440004,4304523.433989219
1236067.0543465205,4297818.774098734
1217389.1426272239,4324563.528083513
1217427.7371049055,4325940.613894306
1242970.7754257412,4306824.588406948
1217315.8422958804,4317502.097163926
1238577.7333226989,4339466.605453716
1231135.6259172845,4303669.581882089
1217110.6616716536,4317471.011629256
1248831.2618589906,4320911.482166489
1226060.9318057923,4308129.053655022
1235671.8030048548,4315689.761780236
1225276.6085268054,4320585.913888215
1240422.0734688728,4316110.423743646
1233039.5073974805,4310746.888619722
1208308.294939022,4316623.0479089655
1232142.6339929753,4311126.978205707
1382384.0671489537,4257517.231076292
1382384.0671489537,4257517.231076292
1382384.0671489537,4257517.231076292
1407157.2881787133,4161395.4227649663
1401072.3626850783,4158433.6680798824
1424591.218217733,4168736.6997008086
1404625.1443435014,4155786.3326628413
1408793.7622253743,4161619.9770711516
1424427.2867828435,4169456.340555383
1408684.2385048536,4161871.1346185547
1402891.7897761196,4158956.0072046057
1403105.9664772956,4163872.169887359
1404602.2815632944,4163694.8593614358
1399931.3849224944,4161947.454974376
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1343771.1276804216,4539568.412667987
1155837.1782584686,4577706.380111376
1155837.1782584686,4577706.380111376
1386781.449026894,4673858.110893417
1265260.80554185,4491444.723879653
1083956.010434066,4319104.927996889
1083956.010434066,4319104.927996889
1083956.010434066,4319104.927996889
1083956.010434066,4319104.927996889
1083956.010434066,4319104.927996889
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
1007679.435830269,4431706.318068207
985014.443816271,4449283.955652178
998926.4884974381,4440615.024636119
1006953.6840614928,4443599.155394953
1016311.0829041821,4434380.990106373
1016311.0829041821,4434380.990106373
984418.5895234497,4448333.347605813
1003426.8345220924,4416741.911566649
979321.4598898708,4446369.405431356
979321.4598898708,4446369.405431356
975377.4295347923,4430188.459947169
991778.2441499201,4438912.2559600165
976356.3157996706,4440497.676250141
976356.3157996706,4440497.676250141
985138.2732134626,4440923.834613298
989091.4270837331,4435777.089035784
1006568.5472333446,4432238.007717975
1006657.7098906987,4434484.896975824
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1191608.3942934528,4367943.386468569
1183938.3060906595,4406939.0052040145
1165925.1028158548,4375997.38267978
1165925.1028158548,4375997.38267978
1165925.1028158548,4375997.38267978
1165925.1028158548,4375997.38267978
1165925.1028158548,4375997.38267978
1165925.1028158548,4375997.38267978
1130319.3824817154,4392530.717002756
939416.89012414,4482340.012784841
949833.1126835466,4474285.711921103
935306.4158690436,4473863.664586673
958095.8759552708,4479055.098451804
958095.8759552708,4479055.098451804
958095.8759552708,4479055.098451804
958095.8759552708,4479055.098451804
958095.8759552708,4479055.098451804
958095.8759552708,4479055.098451804
958095.8759552708,4479055.098451804
1076656.3924393477,4642989.000002905
900774.825733917,4339489.229444187
896033.1921316952,4345343.732943255
898520.884559818,4354789.223587139
906510.1075300513,4344468.706600212
897659.0005507511,4346201.071696602
909177.0632935886,4329880.166336338
887452.5321339569,4313403.188851869
903201.1051770846,4349661.686943574
895788.5989913825,4323350.271537469
900281.5708538104,4337376.560380207
888713.8406645727,4410608.404366762
953452.0296178722,4430818.3562840875
797023.656753852,4213420.505411696
797023.656753852,4213420.505411696
797023.656753852,4213420.505411696
797023.656753852,4213420.505411696
812777.4316137055,4148001.5283842986
849029.2131758406,4117010.0082339784
849029.2131758406,4117010.0082339784
849029.2131758406,4117010.0082339784
876248.141239523,4113537.494082996
842946.9012234993,4106172.2089626705
853169.5024236217,4108322.1961403233
852427.4786649682,4117671.8795157387
878980.3649484324,4121337.06909703
862141.0660016158,4134348.2070752364
846984.8032672574,4118680.4382760446
355148.40803798265,4179648.3179004206
355148.40803798265,4179648.3179004206
355148.40803798265,4179648.3179004206
355148.40803798265,4179648.3179004206
-538129.2862112335,4791250.899630662
-539351.3608217405,4789982.493324866
-539351.3608217405,4789982.493324866
-121107.65106424005,4336662.736682813
942389.3425015626,4862111.368228246
925114.6038598763,4852471.251046416
931429.6630029867,4867976.565211588
955125.2934171642,4838756.365620046
1010104.8795132659,4791806.068322535
1000806.8899652536,4808159.8137394255
1017194.1156060705,4845786.216089558
1017194.1156060705,4845786.216089558
1017194.1156060705,4845786.216089558
1063558.2807667376,4799567.8969892245
811091.2119969022,4631049.613795265
789724.8065443865,4663058.581696221
1119587.5542584904,4814304.183944603
1097963.9019528402,4911957.214408043
1197012.198050966,4904904.0885947915
823293.6748550668,4914638.07762709
785547.9321337704,4968348.1523893615
1039223.8439628388,4664695.3910724465
651569.8013221106,4589396.352737979
664393.3902101181,4360589.921674035
567023.8659357252,4504814.7354939245
567023.8659357252,4504814.7354939245
1131167.2417845344,5145950.082844171
434414.48854944797,4734456.158007313
829416.1254477605,5209344.695320415
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1459310.153487703,5161036.917976357
1446887.1637423125,5154434.88628378
1389961.1946882447,4838526.015310277
1509625.8204739976,5178794.134381915
1509625.8204739976,5178794.134381915
1509625.8204739976,5178794.134381915
1509625.8204739976,5178794.134381915
1509625.8204739976,5178794.134381915
1485856.1024340359,5168993.664702848
1374985.991769289,5070861.228310713
1646968.5905744904,5441300.399542841
1686525.6672783985,5349676.267310891
1686525.6672783985,5349676.267310891
1686525.6672783985,5349676.267310891
1746572.7584394927,5355841.0125794895
1570550.4648640943,5311690.838922305
1570550.4648640943,5311690.838922305
1556551.449612255,5308616.226578351
1556551.449612255,5308616.226578351
