lon,lat
116.410117079844,39.9269523544297
116.410117079844,39.9269523544297
116.595352473695,39.9475333229191
116.595352473695,39.9475333229191
116.595352473695,39.9475333229191
116.595352473695,39.9475333229191
116.595352473695,39.9475333229191
116.595352473695,39.9475333229191
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.323373544111,39.9708171349945
116.1370326059,39.7477965747383
116.650550342754,39.9088439378476
116.714503918884,39.8571470646246
116.714503918884,39.8571470646246
116.648654242443,40.1292363812567
116.648654242443,40.1292363812567
116.225121303882,40.2194148837299
116.225121303882,40.2194148837299
116.225121303882,40.2194148837299
116.225121303882,40.2194148837299
116.225121303882,40.2194148837299
116.284890720066,40.0902505018196
116.334866009503,39.7834186091242
116.334866009503,39.7834186091242
116.334866009503,39.7834186091242
116.334866009503,39.7834186091242
116.334866009503,39.7834186091242
116.334866009503,39.7834186091242
116.520509973395,39.7848197813298
116.837143708207,40.3756663117332
117.190335472301,39.146817531061
117.307940793013,39.0855330006758
117.307940793013,39.0855330006758
117.307940793013,39.0855330006758
117.307940793013,39.0855330006758
117.307940793013,39.0855330006758
117.307940793013,39.0855330006758
117.307940793013,39.0855330006758
117.339258800353,39.0667783085663
117.00775391874,39.1405546893127
117.00775391874,39.1405546893127
117.00775391874,39.1405546893127
117.00775391874,39.1405546893127
117.00775391874,39.1405546893127
117.085374282122,39.1250549121163
117.237801907122,39.0045171827095
117.34387124169,39.0256235736631
117.235283461832,39.2327564126743
117.038039820093,39.3828722544657
117.038039820093,39.3828722544657
117.038039820093,39.3828722544657
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.774371528334,39.245028340597
117.820428367369,39.3288326657592
118.148001188837,39.6237046064861
118.148001188837,39.6237046064861
118.148001188837,39.6237046064861
118.148001188837,39.6237046064861
118.17391492267,39.6295590563076
118.17391492267,39.6295590563076
114.881427293665,40.8230917713778
114.763423457346,40.7536674030017
114.373159531829,40.4277190140429
114.274556613597,40.6887558518299
115.591540972487,40.3870530058594
115.542568390326,40.4046738122816
116.795705158565,39.9703926583461
117.071777994978,39.9813041822587
117.088847412901,39.8993827121889
117.079747248329,39.9329903649592
116.811972243824,40.0121891175433
117.134076580223,39.8750250964939
117.016917241438,39.9140409998776
117.010311330005,39.9731286492725
116.832695200855,39.980667945084
117.179089525201,39.85906284228
116.790155690214,40.0188269763845
116.837974568291,39.9656800595468
117.007147169653,40.0135012670766
117.079729269664,39.9330043741834
116.805002978499,39.9769760902161
117.04797652594,40.0079108574272
112.425978405534,39.3304335055314
113.087282928373,39.8159811961221
113.087282928373,39.8159811961221
113.186540855355,39.8029761259742
112.849043787367,39.6611348650702
112.849043787367,39.6611348650702
112.701800262367,37.6971435492508
111.463510873339,35.641476133968
122.237891344722,43.6505279184067
122.237891344722,43.6505279184067
122.237891344722,43.6505279184067
121.564087630162,43.6639221731265
121.514469312386,43.878244592481
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.33801370583,41.6623870267577
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.443625682002,41.7125227403904
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
123.57746391187,41.9104027838036
121.609738722712,38.9132257453405
121.520363828834,38.9524477508865
121.520363828834,38.9524477508865
121.520363828834,38.9524477508865
121.520363828834,38.9524477508865
121.520363828834,38.9524477508865
121.520363828834,38.9524477508865
121.777656872453,39.0494363526615
121.777656872453,39.0494363526615
121.777656872453,39.0494363526615
121.777656872453,39.0494363526615
121.777656872453,39.0494363526615
121.777656872453,39.0494363526615
121.777656872453,39.0494363526615
121.841140809875,39.0540979510555
121.361146609765,39.528685979962
122.68003716805,40.880708534242
122.68003716805,40.880708534242
122.68003716805,40.880708534242
122.68003716805,40.880708534242
122.68003716805,40.880708534242
122.68003716805,40.880708534242
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.720154928011,42.2215419456649
123.939916243225,42.5074658182064
123.91620288673,42.565473105968
123.91620288673,42.565473105968
